,fileName,ogd_id
0,ogd35_schweizerische_elektrizitaetsbilanz_monatswerte.csv,35
1,ogd39_epec.csv,39
2,ogd47_vollzugsresultate_pw.csv,47
3,ogd47_vollzugsresultate_pw_2020.csv,47
4,ogd61_vollzugsresultate_lnf.csv,61
5,ogd61_vollzugsresultate_lnf_2020.csv,61
6,ogd90_potenzialstudien_waermenutzung.csv,90
